datetime_utc,Solar_MW,WindOnshore_MW,TotalRES_MW,irradiance_Wm2,windspeed_ms,temperature_C,datetime_athens,hour_of_day,month,day_of_week,is_weekend
2024-04-15 12:00:00+00:00,4274.0,521.0,4795.0,858.0,3.72,28.0,2024-04-15 15:00:00+03:00,12,4,0,0
2024-04-15 13:00:00+00:00,3261.0,609.0,3870.0,761.0,4.05,27.6,2024-04-15 16:00:00+03:00,13,4,0,0
2024-04-15 14:00:00+00:00,2226.0,715.0,2941.0,610.0,3.72,26.5,2024-04-15 17:00:00+03:00,14,4,0,0
2024-04-15 15:00:00+00:00,1230.0,796.0,2026.0,423.0,2.7,25.5,2024-04-15 18:00:00+03:00,15,4,0,0
2024-04-15 16:00:00+00:00,242.0,888.0,1130.0,221.0,2.09,23.4,2024-04-15 19:00:00+03:00,16,4,0,0
2024-04-15 17:00:00+00:00,1.0,1021.0,1022.0,50.0,0.54,20.5,2024-04-15 20:00:00+03:00,17,4,0,0
2024-04-15 18:00:00+00:00,0.0,1103.0,1103.0,0.0,2.2,20.2,2024-04-15 21:00:00+03:00,18,4,0,0
2024-04-15 19:00:00+00:00,0.0,1196.0,1196.0,0.0,2.06,20.2,2024-04-15 22:00:00+03:00,19,4,0,0
2024-04-15 20:00:00+00:00,0.0,1219.0,1219.0,0.0,1.24,19.8,2024-04-15 23:00:00+03:00,20,4,0,0
2024-04-15 21:00:00+00:00,0.0,1255.0,1255.0,0.0,1.02,19.5,2024-04-16 00:00:00+03:00,21,4,0,0
2024-04-15 22:00:00+00:00,0.0,1333.0,1333.0,0.0,0.73,20.1,2024-04-16 01:00:00+03:00,22,4,0,0
2024-04-15 23:00:00+00:00,0.0,1441.0,1441.0,0.0,1.03,18.9,2024-04-16 02:00:00+03:00,23,4,0,0
2024-04-16 00:00:00+00:00,0.0,1395.0,1395.0,0.0,1.17,18.1,2024-04-16 03:00:00+03:00,0,4,1,0
2024-04-16 01:00:00+00:00,0.0,1282.0,1282.0,0.0,1.24,17.6,2024-04-16 04:00:00+03:00,1,4,1,0
2024-04-16 02:00:00+00:00,0.0,1040.0,1040.0,0.0,1.08,18.0,2024-04-16 05:00:00+03:00,2,4,1,0
2024-04-16 03:00:00+00:00,1.0,907.0,908.0,0.0,1.17,18.1,2024-04-16 06:00:00+03:00,3,4,1,0
2024-04-16 04:00:00+00:00,250.0,810.0,1060.0,1.0,0.71,19.3,2024-04-16 07:00:00+03:00,4,4,1,0
2024-04-16 05:00:00+00:00,998.0,693.0,1691.0,74.0,0.85,18.8,2024-04-16 08:00:00+03:00,5,4,1,0
2024-04-16 06:00:00+00:00,1855.0,613.0,2468.0,253.0,1.0,20.5,2024-04-16 09:00:00+03:00,6,4,1,0
2024-04-16 07:00:00+00:00,2653.0,587.0,3240.0,439.0,1.84,21.9,2024-04-16 10:00:00+03:00,7,4,1,0
2024-04-16 08:00:00+00:00,3211.0,836.0,4047.0,562.0,2.05,22.6,2024-04-16 11:00:00+03:00,8,4,1,0
2024-04-16 09:00:00+00:00,3312.0,1308.0,4620.0,645.0,2.19,23.4,2024-04-16 12:00:00+03:00,9,4,1,0
2024-04-16 10:00:00+00:00,3235.0,1690.0,4925.0,861.0,3.71,24.7,2024-04-16 13:00:00+03:00,10,4,1,0
2024-04-16 11:00:00+00:00,3081.0,1840.0,4921.0,876.0,4.0,23.6,2024-04-16 14:00:00+03:00,11,4,1,0
2024-04-16 12:00:00+00:00,2582.0,2007.0,4589.0,758.0,4.61,23.0,2024-04-16 15:00:00+03:00,12,4,1,0
2024-04-16 13:00:00+00:00,1917.0,1918.0,3835.0,276.0,3.48,21.5,2024-04-16 16:00:00+03:00,13,4,1,0
2024-04-16 14:00:00+00:00,1167.0,1765.0,2932.0,360.0,4.25,21.5,2024-04-16 17:00:00+03:00,14,4,1,0
2024-04-16 15:00:00+00:00,552.0,1529.0,2081.0,208.0,2.48,20.8,2024-04-16 18:00:00+03:00,15,4,1,0
2024-04-16 16:00:00+00:00,107.0,1613.0,1720.0,68.0,3.82,19.4,2024-04-16 19:00:00+03:00,16,4,1,0
2024-04-16 17:00:00+00:00,1.0,2041.0,2042.0,27.0,3.4,18.9,2024-04-16 20:00:00+03:00,17,4,1,0
2024-04-16 18:00:00+00:00,0.0,2294.0,2294.0,0.0,3.68,18.6,2024-04-16 21:00:00+03:00,18,4,1,0
2024-04-16 19:00:00+00:00,0.0,2405.0,2405.0,0.0,2.52,18.2,2024-04-16 22:00:00+03:00,19,4,1,0
2024-04-16 20:00:00+00:00,0.0,2365.0,2365.0,0.0,2.28,18.0,2024-04-16 23:00:00+03:00,20,4,1,0
2024-04-16 21:00:00+00:00,0.0,2262.0,2262.0,0.0,1.61,17.7,2024-04-17 00:00:00+03:00,21,4,1,0
2024-04-16 22:00:00+00:00,0.0,2135.0,2135.0,0.0,1.61,17.8,2024-04-17 01:00:00+03:00,22,4,1,0
2024-04-16 23:00:00+00:00,0.0,1982.0,1982.0,0.0,0.8,17.4,2024-04-17 02:00:00+03:00,23,4,1,0
2024-04-17 00:00:00+00:00,0.0,1673.0,1673.0,0.0,1.32,16.2,2024-04-17 03:00:00+03:00,0,4,2,0
2024-04-17 01:00:00+00:00,0.0,1609.0,1609.0,0.0,2.06,17.8,2024-04-17 04:00:00+03:00,1,4,2,0
2024-04-17 02:00:00+00:00,0.0,1735.0,1735.0,0.0,1.9,17.0,2024-04-17 05:00:00+03:00,2,4,2,0
2024-04-17 03:00:00+00:00,1.0,1771.0,1772.0,0.0,2.12,15.9,2024-04-17 06:00:00+03:00,3,4,2,0
2024-04-17 04:00:00+00:00,158.0,1892.0,2050.0,1.0,2.06,16.0,2024-04-17 07:00:00+03:00,4,4,2,0
2024-04-17 05:00:00+00:00,650.0,1872.0,2522.0,41.0,2.18,17.3,2024-04-17 08:00:00+03:00,5,4,2,0
2024-04-17 06:00:00+00:00,1248.0,1637.0,2885.0,127.0,2.2,18.2,2024-04-17 09:00:00+03:00,6,4,2,0
2024-04-17 07:00:00+00:00,2020.0,1564.0,3584.0,421.0,2.19,20.4,2024-04-17 10:00:00+03:00,7,4,2,0
2024-04-17 08:00:00+00:00,2684.0,1536.0,4220.0,605.0,2.33,21.5,2024-04-17 11:00:00+03:00,8,4,2,0
2024-04-17 09:00:00+00:00,2980.0,1602.0,4582.0,765.0,3.81,22.6,2024-04-17 12:00:00+03:00,9,4,2,0
2024-04-17 10:00:00+00:00,2806.0,1729.0,4535.0,801.0,4.65,22.7,2024-04-17 13:00:00+03:00,10,4,2,0
2024-04-17 11:00:00+00:00,2860.0,1707.0,4567.0,857.0,5.12,23.5,2024-04-17 14:00:00+03:00,11,4,2,0
2024-04-17 12:00:00+00:00,2960.0,1696.0,4656.0,778.0,3.83,23.6,2024-04-17 15:00:00+03:00,12,4,2,0
2024-04-17 13:00:00+00:00,2651.0,1685.0,4336.0,593.0,3.04,23.0,2024-04-17 16:00:00+03:00,13,4,2,0
2024-04-17 14:00:00+00:00,1934.0,1766.0,3700.0,511.0,3.26,23.6,2024-04-17 17:00:00+03:00,14,4,2,0
2024-04-17 15:00:00+00:00,921.0,1658.0,2579.0,407.0,2.61,22.9,2024-04-17 18:00:00+03:00,15,4,2,0
2024-04-17 16:00:00+00:00,202.0,1623.0,1825.0,216.0,2.33,21.8,2024-04-17 19:00:00+03:00,16,4,2,0
2024-04-17 17:00:00+00:00,1.0,1960.0,1961.0,51.0,1.86,20.5,2024-04-17 20:00:00+03:00,17,4,2,0
2024-04-17 18:00:00+00:00,0.0,2122.0,2122.0,0.0,1.53,19.4,2024-04-17 21:00:00+03:00,18,4,2,0
2024-04-17 19:00:00+00:00,0.0,2227.0,2227.0,0.0,2.53,18.6,2024-04-17 22:00:00+03:00,19,4,2,0
2024-04-17 20:00:00+00:00,0.0,2298.0,2298.0,0.0,2.0,18.4,2024-04-17 23:00:00+03:00,20,4,2,0
2024-04-17 21:00:00+00:00,0.0,2284.0,2284.0,0.0,3.31,17.8,2024-04-18 00:00:00+03:00,21,4,2,0
2024-04-17 22:00:00+00:00,0.0,2216.0,2216.0,0.0,3.91,17.1,2024-04-18 01:00:00+03:00,22,4,2,0
2024-04-17 23:00:00+00:00,0.0,2212.0,2212.0,0.0,4.4,16.6,2024-04-18 02:00:00+03:00,23,4,2,0
2024-04-18 00:00:00+00:00,0.0,2346.0,2346.0,0.0,4.3,16.1,2024-04-18 03:00:00+03:00,0,4,3,0
2024-04-18 01:00:00+00:00,0.0,2314.0,2314.0,0.0,4.24,17.0,2024-04-18 04:00:00+03:00,1,4,3,0
2024-04-18 02:00:00+00:00,0.0,2079.0,2079.0,0.0,4.1,16.2,2024-04-18 05:00:00+03:00,2,4,3,0
2024-04-18 03:00:00+00:00,3.0,1981.0,1984.0,0.0,3.61,15.5,2024-04-18 06:00:00+03:00,3,4,3,0
2024-04-18 04:00:00+00:00,285.0,1761.0,2046.0,1.0,4.03,15.1,2024-04-18 07:00:00+03:00,4,4,3,0
2024-04-18 05:00:00+00:00,1448.0,1578.0,3026.0,81.0,4.7,16.3,2024-04-18 08:00:00+03:00,5,4,3,0
2024-04-18 06:00:00+00:00,2754.0,1405.0,4159.0,261.0,4.91,17.6,2024-04-18 09:00:00+03:00,6,4,3,0
2024-04-18 07:00:00+00:00,3584.0,1442.0,5026.0,459.0,5.0,19.0,2024-04-18 10:00:00+03:00,7,4,3,0
2024-04-18 08:00:00+00:00,4051.0,1479.0,5530.0,632.0,5.25,20.1,2024-04-18 11:00:00+03:00,8,4,3,0
2024-04-18 09:00:00+00:00,4403.0,1538.0,5941.0,752.0,5.52,20.6,2024-04-18 12:00:00+03:00,9,4,3,0
2024-04-18 10:00:00+00:00,4149.0,1640.0,5789.0,838.0,4.85,21.1,2024-04-18 13:00:00+03:00,10,4,3,0
2024-04-18 11:00:00+00:00,3993.0,1800.0,5793.0,873.0,4.98,22.1,2024-04-18 14:00:00+03:00,11,4,3,0
2024-04-18 12:00:00+00:00,3450.0,1914.0,5364.0,771.0,5.04,22.4,2024-04-18 15:00:00+03:00,12,4,3,0
2024-04-18 13:00:00+00:00,2852.0,2055.0,4907.0,625.0,5.09,22.0,2024-04-18 16:00:00+03:00,13,4,3,0
2024-04-18 14:00:00+00:00,2088.0,2066.0,4154.0,583.0,4.79,22.1,2024-04-18 17:00:00+03:00,14,4,3,0
2024-04-18 15:00:00+00:00,1023.0,1862.0,2885.0,414.0,5.14,21.8,2024-04-18 18:00:00+03:00,15,4,3,0
2024-04-18 16:00:00+00:00,194.0,1671.0,1865.0,224.0,4.62,20.9,2024-04-18 19:00:00+03:00,16,4,3,0
2024-04-18 17:00:00+00:00,1.0,1480.0,1481.0,55.0,3.86,19.5,2024-04-18 20:00:00+03:00,17,4,3,0
2024-04-18 18:00:00+00:00,0.0,1250.0,1250.0,0.0,3.96,18.6,2024-04-18 21:00:00+03:00,18,4,3,0
2024-04-18 19:00:00+00:00,0.0,1173.0,1173.0,0.0,3.71,17.7,2024-04-18 22:00:00+03:00,19,4,3,0
2024-04-18 20:00:00+00:00,0.0,1075.0,1075.0,0.0,2.8,16.9,2024-04-18 23:00:00+03:00,20,4,3,0
2024-04-18 21:00:00+00:00,0.0,998.0,998.0,0.0,2.24,16.1,2024-04-19 00:00:00+03:00,21,4,3,0
2024-04-18 22:00:00+00:00,0.0,862.0,862.0,0.0,1.73,15.1,2024-04-19 01:00:00+03:00,22,4,3,0
2024-04-18 23:00:00+00:00,0.0,775.0,775.0,0.0,1.21,14.4,2024-04-19 02:00:00+03:00,23,4,3,0
2024-04-19 00:00:00+00:00,0.0,668.0,668.0,0.0,1.06,13.8,2024-04-19 03:00:00+03:00,0,4,4,0
2024-04-19 01:00:00+00:00,0.0,546.0,546.0,0.0,1.21,14.4,2024-04-19 04:00:00+03:00,1,4,4,0
2024-04-19 02:00:00+00:00,0.0,471.0,471.0,0.0,1.12,13.9,2024-04-19 05:00:00+03:00,2,4,4,0
2024-04-19 03:00:00+00:00,3.0,402.0,405.0,0.0,0.86,14.4,2024-04-19 06:00:00+03:00,3,4,4,0
2024-04-19 04:00:00+00:00,277.0,316.0,593.0,1.0,0.64,14.6,2024-04-19 07:00:00+03:00,4,4,4,0
2024-04-19 05:00:00+00:00,1321.0,216.0,1537.0,83.0,0.54,14.9,2024-04-19 08:00:00+03:00,5,4,4,0
2024-04-19 06:00:00+00:00,2531.0,141.0,2672.0,265.0,1.46,15.9,2024-04-19 09:00:00+03:00,6,4,4,0
2024-04-19 07:00:00+00:00,3404.0,138.0,3542.0,464.0,2.04,17.4,2024-04-19 10:00:00+03:00,7,4,4,0
2024-04-19 08:00:00+00:00,3498.0,176.0,3674.0,633.0,2.05,18.5,2024-04-19 11:00:00+03:00,8,4,4,0
2024-04-19 09:00:00+00:00,3764.0,177.0,3941.0,730.0,2.97,19.5,2024-04-19 12:00:00+03:00,9,4,4,0
2024-04-19 10:00:00+00:00,3474.0,289.0,3763.0,774.0,4.18,20.1,2024-04-19 13:00:00+03:00,10,4,4,0
2024-04-19 11:00:00+00:00,2748.0,546.0,3294.0,801.0,4.03,20.4,2024-04-19 14:00:00+03:00,11,4,4,0
2024-04-19 12:00:00+00:00,1798.0,802.0,2600.0,792.0,4.36,20.5,2024-04-19 15:00:00+03:00,12,4,4,0
2024-04-19 13:00:00+00:00,1003.0,1130.0,2133.0,689.0,5.2,19.0,2024-04-19 16:00:00+03:00,13,4,4,0
2024-04-19 14:00:00+00:00,529.0,1386.0,1915.0,254.0,5.56,17.5,2024-04-19 17:00:00+03:00,14,4,4,0
2024-04-19 15:00:00+00:00,176.0,1476.0,1652.0,85.0,4.46,16.3,2024-04-19 18:00:00+03:00,15,4,4,0
2024-04-19 16:00:00+00:00,36.0,1688.0,1724.0,43.0,2.16,15.8,2024-04-19 19:00:00+03:00,16,4,4,0
2024-04-19 17:00:00+00:00,0.0,1756.0,1756.0,21.0,2.01,14.8,2024-04-19 20:00:00+03:00,17,4,4,0
2024-04-19 18:00:00+00:00,0.0,1939.0,1939.0,0.0,0.57,14.1,2024-04-19 21:00:00+03:00,18,4,4,0
2024-04-19 19:00:00+00:00,0.0,1952.0,1952.0,0.0,0.81,14.2,2024-04-19 22:00:00+03:00,19,4,4,0
2024-04-19 20:00:00+00:00,0.0,1950.0,1950.0,0.0,1.17,14.1,2024-04-19 23:00:00+03:00,20,4,4,0
2024-04-19 21:00:00+00:00,0.0,1902.0,1902.0,0.0,2.0,12.6,2024-04-20 00:00:00+03:00,21,4,4,0
2024-04-19 22:00:00+00:00,0.0,2048.0,2048.0,0.0,1.81,12.8,2024-04-20 01:00:00+03:00,22,4,4,0
2024-04-19 23:00:00+00:00,0.0,2107.0,2107.0,0.0,2.1,10.9,2024-04-20 02:00:00+03:00,23,4,4,0
2024-04-20 00:00:00+00:00,0.0,2192.0,2192.0,0.0,2.51,11.2,2024-04-20 03:00:00+03:00,0,4,5,1
2024-04-20 01:00:00+00:00,0.0,2233.0,2233.0,0.0,2.72,11.8,2024-04-20 04:00:00+03:00,1,4,5,1
2024-04-20 02:00:00+00:00,0.0,2388.0,2388.0,0.0,3.51,11.6,2024-04-20 05:00:00+03:00,2,4,5,1
2024-04-20 03:00:00+00:00,0.0,2671.0,2671.0,0.0,4.84,10.8,2024-04-20 06:00:00+03:00,3,4,5,1
2024-04-20 04:00:00+00:00,139.0,2546.0,2685.0,2.0,5.25,10.0,2024-04-20 07:00:00+03:00,4,4,5,1
2024-04-20 05:00:00+00:00,877.0,2170.0,3047.0,28.0,6.88,11.4,2024-04-20 08:00:00+03:00,5,4,5,1
2024-04-20 06:00:00+00:00,2210.0,2197.0,4407.0,60.0,6.36,12.0,2024-04-20 09:00:00+03:00,6,4,5,1
2024-04-20 07:00:00+00:00,3461.0,1944.0,5405.0,335.0,4.94,13.6,2024-04-20 10:00:00+03:00,7,4,5,1
2024-04-20 08:00:00+00:00,3936.0,1516.0,5452.0,431.0,5.83,14.9,2024-04-20 11:00:00+03:00,8,4,5,1
2024-04-20 09:00:00+00:00,4136.0,1358.0,5494.0,611.0,7.02,16.2,2024-04-20 12:00:00+03:00,9,4,5,1
2024-04-20 10:00:00+00:00,4116.0,1325.0,5441.0,768.0,6.04,17.5,2024-04-20 13:00:00+03:00,10,4,5,1
2024-04-20 11:00:00+00:00,4045.0,1264.0,5309.0,826.0,5.15,18.2,2024-04-20 14:00:00+03:00,11,4,5,1
2024-04-20 12:00:00+00:00,3745.0,1180.0,4925.0,756.0,3.58,18.8,2024-04-20 15:00:00+03:00,12,4,5,1
2024-04-20 13:00:00+00:00,2944.0,1237.0,4181.0,708.0,3.54,19.4,2024-04-20 16:00:00+03:00,13,4,5,1
2024-04-20 14:00:00+00:00,2043.0,1359.0,3402.0,564.0,2.85,19.8,2024-04-20 17:00:00+03:00,14,4,5,1
2024-04-20 15:00:00+00:00,1039.0,1334.0,2373.0,429.0,3.88,19.7,2024-04-20 18:00:00+03:00,15,4,5,1
2024-04-20 16:00:00+00:00,265.0,1253.0,1518.0,224.0,4.75,17.8,2024-04-20 19:00:00+03:00,16,4,5,1
2024-04-20 17:00:00+00:00,3.0,1173.0,1176.0,52.0,2.86,15.3,2024-04-20 20:00:00+03:00,17,4,5,1
2024-04-20 18:00:00+00:00,0.0,1129.0,1129.0,0.0,1.77,14.3,2024-04-20 21:00:00+03:00,18,4,5,1
2024-04-20 19:00:00+00:00,0.0,1214.0,1214.0,0.0,1.8,13.9,2024-04-20 22:00:00+03:00,19,4,5,1
2024-04-20 20:00:00+00:00,0.0,1374.0,1374.0,0.0,2.12,13.8,2024-04-20 23:00:00+03:00,20,4,5,1
2024-04-20 21:00:00+00:00,0.0,1377.0,1377.0,0.0,2.53,14.1,2024-04-21 00:00:00+03:00,21,4,5,1
2024-04-20 22:00:00+00:00,0.0,1222.0,1222.0,0.0,2.37,13.6,2024-04-21 01:00:00+03:00,22,4,5,1
2024-04-20 23:00:00+00:00,0.0,1025.0,1025.0,0.0,1.39,12.8,2024-04-21 02:00:00+03:00,23,4,5,1
2024-04-21 00:00:00+00:00,0.0,798.0,798.0,0.0,1.5,12.2,2024-04-21 03:00:00+03:00,0,4,6,1
2024-04-21 01:00:00+00:00,0.0,749.0,749.0,0.0,0.99,13.5,2024-04-21 04:00:00+03:00,1,4,6,1
2024-04-21 02:00:00+00:00,0.0,719.0,719.0,0.0,1.2,12.8,2024-04-21 05:00:00+03:00,2,4,6,1
2024-04-21 03:00:00+00:00,6.0,758.0,764.0,0.0,1.39,12.0,2024-04-21 06:00:00+03:00,3,4,6,1
2024-04-21 04:00:00+00:00,334.0,758.0,1092.0,2.0,1.26,12.2,2024-04-21 07:00:00+03:00,4,4,6,1
2024-04-21 05:00:00+00:00,1238.0,696.0,1934.0,92.0,0.67,13.6,2024-04-21 08:00:00+03:00,5,4,6,1
2024-04-21 06:00:00+00:00,2384.0,717.0,3101.0,280.0,1.73,14.4,2024-04-21 09:00:00+03:00,6,4,6,1
2024-04-21 07:00:00+00:00,3257.0,915.0,4172.0,486.0,2.31,15.5,2024-04-21 10:00:00+03:00,7,4,6,1
2024-04-21 08:00:00+00:00,3309.0,933.0,4242.0,669.0,2.94,16.6,2024-04-21 11:00:00+03:00,8,4,6,1
2024-04-21 09:00:00+00:00,3112.0,1148.0,4260.0,809.0,3.36,17.2,2024-04-21 12:00:00+03:00,9,4,6,1
2024-04-21 10:00:00+00:00,2844.0,1532.0,4376.0,888.0,3.18,17.9,2024-04-21 13:00:00+03:00,10,4,6,1
2024-04-21 11:00:00+00:00,2611.0,1468.0,4079.0,915.0,4.36,18.0,2024-04-21 14:00:00+03:00,11,4,6,1
2024-04-21 12:00:00+00:00,2263.0,1684.0,3947.0,847.0,4.5,18.6,2024-04-21 15:00:00+03:00,12,4,6,1
2024-04-21 13:00:00+00:00,1973.0,2437.0,4410.0,767.0,5.47,18.3,2024-04-21 16:00:00+03:00,13,4,6,1
2024-04-21 14:00:00+00:00,1670.0,2656.0,4326.0,620.0,5.84,18.6,2024-04-21 17:00:00+03:00,14,4,6,1
2024-04-21 15:00:00+00:00,1128.0,2541.0,3669.0,434.0,5.71,18.2,2024-04-21 18:00:00+03:00,15,4,6,1
2024-04-21 16:00:00+00:00,289.0,2583.0,2872.0,236.0,4.95,17.6,2024-04-21 19:00:00+03:00,16,4,6,1
2024-04-21 17:00:00+00:00,5.0,2651.0,2656.0,56.0,4.2,16.8,2024-04-21 20:00:00+03:00,17,4,6,1
2024-04-21 18:00:00+00:00,0.0,2542.0,2542.0,0.0,2.24,16.2,2024-04-21 21:00:00+03:00,18,4,6,1
2024-04-21 19:00:00+00:00,0.0,2165.0,2165.0,0.0,2.37,15.4,2024-04-21 22:00:00+03:00,19,4,6,1
2024-04-21 20:00:00+00:00,0.0,1616.0,1616.0,0.0,2.44,14.5,2024-04-21 23:00:00+03:00,20,4,6,1
2024-04-21 21:00:00+00:00,0.0,1300.0,1300.0,0.0,1.91,13.4,2024-04-22 00:00:00+03:00,21,4,6,1
2024-04-21 22:00:00+00:00,0.0,1038.0,1038.0,0.0,1.56,12.9,2024-04-22 01:00:00+03:00,22,4,6,1
2024-04-21 23:00:00+00:00,0.0,697.0,697.0,0.0,1.71,12.2,2024-04-22 02:00:00+03:00,23,4,6,1
2024-04-22 00:00:00+00:00,0.0,495.0,495.0,0.0,1.33,12.2,2024-04-22 03:00:00+03:00,0,4,0,0
2024-04-22 01:00:00+00:00,0.0,411.0,411.0,0.0,1.93,13.6,2024-04-22 04:00:00+03:00,1,4,0,0
2024-04-22 02:00:00+00:00,0.0,315.0,315.0,0.0,1.41,13.6,2024-04-22 05:00:00+03:00,2,4,0,0
2024-04-22 03:00:00+00:00,7.0,277.0,284.0,0.0,0.54,14.6,2024-04-22 06:00:00+03:00,3,4,0,0
2024-04-22 04:00:00+00:00,263.0,355.0,618.0,1.0,1.82,14.1,2024-04-22 07:00:00+03:00,4,4,0,0
2024-04-22 05:00:00+00:00,970.0,444.0,1414.0,41.0,1.86,14.3,2024-04-22 08:00:00+03:00,5,4,0,0
2024-04-22 06:00:00+00:00,1803.0,462.0,2265.0,175.0,0.91,15.2,2024-04-22 09:00:00+03:00,6,4,0,0
2024-04-22 07:00:00+00:00,2442.0,554.0,2996.0,392.0,1.14,16.6,2024-04-22 10:00:00+03:00,7,4,0,0
2024-04-22 08:00:00+00:00,2514.0,707.0,3221.0,511.0,1.63,18.1,2024-04-22 11:00:00+03:00,8,4,0,0
2024-04-22 09:00:00+00:00,2759.0,743.0,3502.0,738.0,2.28,19.6,2024-04-22 12:00:00+03:00,9,4,0,0
2024-04-22 10:00:00+00:00,2709.0,753.0,3462.0,837.0,3.01,20.1,2024-04-22 13:00:00+03:00,10,4,0,0
2024-04-22 11:00:00+00:00,2529.0,749.0,3278.0,882.0,3.16,20.1,2024-04-22 14:00:00+03:00,11,4,0,0
2024-04-22 12:00:00+00:00,2200.0,750.0,2950.0,840.0,2.82,20.7,2024-04-22 15:00:00+03:00,12,4,0,0
2024-04-22 13:00:00+00:00,1629.0,797.0,2426.0,614.0,0.63,20.2,2024-04-22 16:00:00+03:00,13,4,0,0
2024-04-22 14:00:00+00:00,928.0,832.0,1760.0,571.0,1.91,20.6,2024-04-22 17:00:00+03:00,14,4,0,0
2024-04-22 15:00:00+00:00,375.0,815.0,1190.0,314.0,1.84,19.9,2024-04-22 18:00:00+03:00,15,4,0,0
2024-04-22 16:00:00+00:00,68.0,899.0,967.0,134.0,1.96,19.4,2024-04-22 19:00:00+03:00,16,4,0,0
2024-04-22 17:00:00+00:00,0.0,978.0,978.0,34.0,1.61,18.7,2024-04-22 20:00:00+03:00,17,4,0,0
2024-04-22 18:00:00+00:00,0.0,953.0,953.0,0.0,2.79,18.1,2024-04-22 21:00:00+03:00,18,4,0,0
2024-04-22 19:00:00+00:00,0.0,994.0,994.0,0.0,2.35,17.5,2024-04-22 22:00:00+03:00,19,4,0,0
2024-04-22 20:00:00+00:00,0.0,996.0,996.0,0.0,3.88,17.2,2024-04-22 23:00:00+03:00,20,4,0,0
2024-04-22 21:00:00+00:00,0.0,985.0,985.0,0.0,2.28,17.2,2024-04-23 00:00:00+03:00,21,4,0,0
2024-04-22 22:00:00+00:00,0.0,1062.0,1062.0,0.0,1.89,17.0,2024-04-23 01:00:00+03:00,22,4,0,0
2024-04-22 23:00:00+00:00,0.0,1113.0,1113.0,0.0,2.7,16.6,2024-04-23 02:00:00+03:00,23,4,0,0
2024-04-23 00:00:00+00:00,0.0,1088.0,1088.0,0.0,2.33,16.1,2024-04-23 03:00:00+03:00,0,4,1,0
2024-04-23 01:00:00+00:00,0.0,1202.0,1202.0,0.0,2.01,16.2,2024-04-23 04:00:00+03:00,1,4,1,0
2024-04-23 02:00:00+00:00,0.0,1232.0,1232.0,0.0,2.13,15.4,2024-04-23 05:00:00+03:00,2,4,1,0
2024-04-23 03:00:00+00:00,0.0,1256.0,1256.0,0.0,2.62,16.0,2024-04-23 06:00:00+03:00,3,4,1,0
2024-04-23 04:00:00+00:00,33.0,1348.0,1381.0,1.0,2.01,16.0,2024-04-23 07:00:00+03:00,4,4,1,0
2024-04-23 05:00:00+00:00,165.0,1175.0,1340.0,42.0,3.38,17.0,2024-04-23 08:00:00+03:00,5,4,1,0
2024-04-23 06:00:00+00:00,337.0,1154.0,1491.0,66.0,3.41,17.5,2024-04-23 09:00:00+03:00,6,4,1,0
2024-04-23 07:00:00+00:00,517.0,1264.0,1781.0,104.0,2.08,18.1,2024-04-23 10:00:00+03:00,7,4,1,0
2024-04-23 08:00:00+00:00,662.0,1408.0,2070.0,269.0,3.71,19.7,2024-04-23 11:00:00+03:00,8,4,1,0
2024-04-23 09:00:00+00:00,736.0,1752.0,2488.0,283.0,4.36,20.2,2024-04-23 12:00:00+03:00,9,4,1,0
2024-04-23 10:00:00+00:00,887.0,2192.0,3079.0,451.0,4.5,21.0,2024-04-23 13:00:00+03:00,10,4,1,0
2024-04-23 11:00:00+00:00,887.0,2401.0,3288.0,311.0,5.1,21.1,2024-04-23 14:00:00+03:00,11,4,1,0
2024-04-23 12:00:00+00:00,973.0,2306.0,3279.0,235.0,4.1,21.4,2024-04-23 15:00:00+03:00,12,4,1,0
2024-04-23 13:00:00+00:00,885.0,2064.0,2949.0,257.0,5.0,21.6,2024-04-23 16:00:00+03:00,13,4,1,0
2024-04-23 14:00:00+00:00,588.0,1848.0,2436.0,324.0,3.71,22.4,2024-04-23 17:00:00+03:00,14,4,1,0
2024-04-23 15:00:00+00:00,315.0,1685.0,2000.0,214.0,1.04,21.5,2024-04-23 18:00:00+03:00,15,4,1,0
2024-04-23 16:00:00+00:00,81.0,1881.0,1962.0,182.0,2.19,21.7,2024-04-23 19:00:00+03:00,16,4,1,0
2024-04-23 17:00:00+00:00,0.0,1839.0,1839.0,54.0,4.47,20.8,2024-04-23 20:00:00+03:00,17,4,1,0
2024-04-23 18:00:00+00:00,0.0,1888.0,1888.0,0.0,2.92,19.6,2024-04-23 21:00:00+03:00,18,4,1,0
2024-04-23 19:00:00+00:00,0.0,1989.0,1989.0,0.0,3.4,18.9,2024-04-23 22:00:00+03:00,19,4,1,0
2024-04-23 20:00:00+00:00,0.0,1859.0,1859.0,0.0,3.13,18.6,2024-04-23 23:00:00+03:00,20,4,1,0
2024-04-23 21:00:00+00:00,0.0,1833.0,1833.0,0.0,3.5,18.5,2024-04-24 00:00:00+03:00,21,4,1,0
2024-04-23 22:00:00+00:00,0.0,1754.0,1754.0,0.0,2.91,17.4,2024-04-24 01:00:00+03:00,22,4,1,0
2024-04-23 23:00:00+00:00,0.0,1673.0,1673.0,0.0,1.02,18.5,2024-04-24 02:00:00+03:00,23,4,1,0
