datetime_utc,Solar_MW,WindOnshore_MW,TotalRES_MW,datetime_athens,hour_of_day,month,day_of_week,is_weekend,windspeed_greece_weighted_ms,windspeed_greece_simple_ms,irradiance_Wm2,windspeed_ms,temperature_C,cloudcover_pct,cloudcover_low_pct,cloudcover_mid_pct,cloudcover_high_pct
2024-01-01 00:00:00+00:00,0.0,738.0,738.0,2024-01-01 02:00:00+02:00,0,1,0,0,2.7625,2.534,0.0,0.32,12.9,100,1,95,98
2024-01-01 01:00:00+00:00,0.0,837.0,837.0,2024-01-01 03:00:00+02:00,1,1,0,0,3.1055,2.9200000000000004,0.0,0.89,12.9,100,17,100,100
2024-01-01 02:00:00+00:00,0.0,858.0,858.0,2024-01-01 04:00:00+02:00,2,1,0,0,2.5195,2.386,0.0,0.71,12.6,100,5,100,100
2024-01-01 03:00:00+00:00,19.0,826.0,845.0,2024-01-01 05:00:00+02:00,3,1,0,0,2.4145,2.314,0.0,0.6,12.2,100,4,100,100
2024-01-01 04:00:00+00:00,0.0,844.0,844.0,2024-01-01 06:00:00+02:00,4,1,0,0,2.532,2.442,0.0,0.51,11.9,100,14,99,87
2024-01-01 05:00:00+00:00,2.0,837.0,839.0,2024-01-01 07:00:00+02:00,5,1,0,0,2.6605,2.564,0.0,0.9,11.8,100,4,100,100
2024-01-01 06:00:00+00:00,280.0,919.0,1199.0,2024-01-01 08:00:00+02:00,6,1,0,0,3.018,2.884,1.0,0.41,12.2,100,1,97,100
2024-01-01 07:00:00+00:00,1354.0,917.0,2271.0,2024-01-01 09:00:00+02:00,7,1,0,0,3.221,3.002,51.0,0.5,11.8,78,0,7,77
2024-01-01 08:00:00+00:00,2273.0,879.0,3152.0,2024-01-01 10:00:00+02:00,8,1,0,0,2.7955,2.6,208.0,0.85,12.9,3,0,2,0
2024-01-01 09:00:00+00:00,2819.0,897.0,3716.0,2024-01-01 11:00:00+02:00,9,1,0,0,3.579,3.244,357.0,1.3,13.5,9,0,9,0
2024-01-01 10:00:00+00:00,2944.0,982.0,3926.0,2024-01-01 12:00:00+02:00,10,1,0,0,3.685,3.26,434.0,2.01,14.1,6,0,6,0
2024-01-01 11:00:00+00:00,2692.0,1114.0,3806.0,2024-01-01 13:00:00+02:00,11,1,0,0,3.4925,3.008,467.0,2.36,14.7,1,0,0,0
2024-01-01 12:00:00+00:00,2297.0,1164.0,3461.0,2024-01-01 14:00:00+02:00,12,1,0,0,3.4185,2.966,436.0,2.69,15.1,0,0,0,0
2024-01-01 13:00:00+00:00,1473.0,1128.0,2601.0,2024-01-01 15:00:00+02:00,13,1,0,0,3.1525,2.806,296.0,3.66,16.0,2,2,0,0
2024-01-01 14:00:00+00:00,355.0,1113.0,1468.0,2024-01-01 16:00:00+02:00,14,1,0,0,2.9825,2.5860000000000003,190.0,2.86,15.8,2,2,0,0
2024-01-01 15:00:00+00:00,8.0,1137.0,1145.0,2024-01-01 17:00:00+02:00,15,1,0,0,2.883,2.684,77.0,1.43,13.7,0,0,0,0
2024-01-01 16:00:00+00:00,1.0,1102.0,1103.0,2024-01-01 18:00:00+02:00,16,1,0,0,2.5885,2.382000000000001,1.0,0.89,14.7,2,0,2,0
2024-01-01 17:00:00+00:00,0.0,1065.0,1065.0,2024-01-01 19:00:00+02:00,17,1,0,0,2.544,2.196,0.0,0.61,14.9,0,0,0,0
2024-01-01 18:00:00+00:00,0.0,953.0,953.0,2024-01-01 20:00:00+02:00,18,1,0,0,2.467,2.0700000000000003,0.0,1.56,13.1,41,0,0,41
2024-01-01 19:00:00+00:00,0.0,1007.0,1007.0,2024-01-01 21:00:00+02:00,19,1,0,0,2.8395,2.368,0.0,1.25,13.5,36,0,0,36
2024-01-01 20:00:00+00:00,0.0,1082.0,1082.0,2024-01-01 22:00:00+02:00,20,1,0,0,3.2735,2.81,0.0,0.54,13.8,32,0,1,31
2024-01-01 21:00:00+00:00,0.0,1063.0,1063.0,2024-01-01 23:00:00+02:00,21,1,0,0,3.4675,2.9900000000000007,0.0,0.45,13.4,74,1,3,74
2024-01-01 22:00:00+00:00,0.0,1025.0,1025.0,2024-01-02 00:00:00+02:00,22,1,0,0,3.5914999999999995,3.092,0.0,0.5,13.1,75,0,3,74
2024-01-01 23:00:00+00:00,0.0,1109.0,1109.0,2024-01-02 01:00:00+02:00,23,1,0,0,3.6495000000000006,3.194,0.0,0.67,12.9,78,0,0,78
2024-01-02 00:00:00+00:00,0.0,1082.0,1082.0,2024-01-02 02:00:00+02:00,0,1,1,0,3.6165,3.2060000000000004,0.0,0.36,12.6,99,0,1,99
2024-01-02 01:00:00+00:00,0.0,1183.0,1183.0,2024-01-02 03:00:00+02:00,1,1,1,0,3.8755,3.326,0.0,0.57,12.0,100,1,0,100
2024-01-02 02:00:00+00:00,0.0,1328.0,1328.0,2024-01-02 04:00:00+02:00,2,1,1,0,4.000500000000001,3.426,0.0,0.78,11.6,100,0,1,100
2024-01-02 03:00:00+00:00,0.0,1509.0,1509.0,2024-01-02 05:00:00+02:00,3,1,1,0,3.945,3.3560000000000008,0.0,1.08,11.4,100,0,5,100
2024-01-02 04:00:00+00:00,0.0,1633.0,1633.0,2024-01-02 06:00:00+02:00,4,1,1,0,4.029,3.468,0.0,0.76,12.6,100,1,39,100
2024-01-02 05:00:00+00:00,0.0,1597.0,1597.0,2024-01-02 07:00:00+02:00,5,1,1,0,3.9925,3.454,0.0,0.6,12.6,100,4,3,100
2024-01-02 06:00:00+00:00,82.0,1665.0,1747.0,2024-01-02 08:00:00+02:00,6,1,1,0,3.6875,3.166,1.0,1.02,12.1,100,5,93,100
2024-01-02 07:00:00+00:00,346.0,1683.0,2029.0,2024-01-02 09:00:00+02:00,7,1,1,0,3.6555,3.1339999999999995,45.0,1.14,11.6,100,3,86,100
2024-01-02 08:00:00+00:00,674.0,1731.0,2405.0,2024-01-02 10:00:00+02:00,8,1,1,0,3.365,2.848,115.0,0.61,12.6,100,1,99,100
2024-01-02 09:00:00+00:00,1071.0,1738.0,2809.0,2024-01-02 11:00:00+02:00,9,1,1,0,3.633,3.146,119.0,0.5,12.9,100,0,98,100
2024-01-02 10:00:00+00:00,1800.0,1701.0,3501.0,2024-01-02 12:00:00+02:00,10,1,1,0,3.8815,3.2700000000000005,60.0,0.71,12.6,100,0,95,100
2024-01-02 11:00:00+00:00,2123.0,1819.0,3942.0,2024-01-02 13:00:00+02:00,11,1,1,0,3.8825,3.316,86.0,0.42,13.2,100,2,100,100
2024-01-02 12:00:00+00:00,1798.0,1736.0,3534.0,2024-01-02 14:00:00+02:00,12,1,1,0,3.822,3.304,101.0,0.3,13.6,100,1,98,100
2024-01-02 13:00:00+00:00,1253.0,1516.0,2769.0,2024-01-02 15:00:00+02:00,13,1,1,0,4.709499999999999,4.202,102.0,0.86,14.6,100,0,94,100
2024-01-02 14:00:00+00:00,407.0,1352.0,1759.0,2024-01-02 16:00:00+02:00,14,1,1,0,4.7535,4.298,100.0,0.6,14.6,100,0,2,100
2024-01-02 15:00:00+00:00,8.0,1331.0,1339.0,2024-01-02 17:00:00+02:00,15,1,1,0,4.512500000000001,4.000000000000001,57.0,1.03,13.4,96,1,1,96
2024-01-02 16:00:00+00:00,0.0,1394.0,1394.0,2024-01-02 18:00:00+02:00,16,1,1,0,4.3335,3.83,1.0,1.0,14.4,30,0,4,27
2024-01-02 17:00:00+00:00,0.0,1355.0,1355.0,2024-01-02 19:00:00+02:00,17,1,1,0,4.162000000000001,3.702,0.0,1.0,14.1,1,0,1,0
2024-01-02 18:00:00+00:00,46.0,1313.0,1359.0,2024-01-02 20:00:00+02:00,18,1,1,0,3.7920000000000007,3.3920000000000003,0.0,1.0,13.8,0,0,0,0
2024-01-02 19:00:00+00:00,16.0,1260.0,1276.0,2024-01-02 21:00:00+02:00,19,1,1,0,3.3595000000000006,2.994,0.0,1.03,13.7,0,0,0,0
2024-01-02 20:00:00+00:00,0.0,1266.0,1266.0,2024-01-02 22:00:00+02:00,20,1,1,0,3.289,3.01,0.0,0.61,13.5,0,0,0,0
2024-01-02 21:00:00+00:00,0.0,1348.0,1348.0,2024-01-02 23:00:00+02:00,21,1,1,0,3.1245000000000003,2.884,0.0,0.45,13.2,0,0,0,0
2024-01-02 22:00:00+00:00,0.0,1439.0,1439.0,2024-01-03 00:00:00+02:00,22,1,1,0,3.0125,2.88,0.0,0.5,12.8,0,0,0,0
2024-01-02 23:00:00+00:00,0.0,1516.0,1516.0,2024-01-03 01:00:00+02:00,23,1,1,0,3.0689999999999995,2.93,0.0,0.54,12.8,0,0,0,0
2024-01-03 00:00:00+00:00,0.0,1551.0,1551.0,2024-01-03 02:00:00+02:00,0,1,2,0,3.3225,3.114,0.0,0.6,12.7,1,1,0,0
2024-01-03 01:00:00+00:00,0.0,1532.0,1532.0,2024-01-03 03:00:00+02:00,1,1,2,0,3.517000000000001,3.248,0.0,0.91,12.8,1,1,0,0
2024-01-03 02:00:00+00:00,0.0,1568.0,1568.0,2024-01-03 04:00:00+02:00,2,1,2,0,3.8855,3.5420000000000003,0.0,1.24,12.2,0,0,0,0
2024-01-03 03:00:00+00:00,1.0,1693.0,1694.0,2024-01-03 05:00:00+02:00,3,1,2,0,3.9575,3.5780000000000003,0.0,1.1,12.4,0,0,0,0
2024-01-03 04:00:00+00:00,1.0,1807.0,1808.0,2024-01-03 06:00:00+02:00,4,1,2,0,3.7835,3.472,0.0,1.66,9.9,0,0,0,0
2024-01-03 05:00:00+00:00,7.0,1892.0,1899.0,2024-01-03 07:00:00+02:00,5,1,2,0,3.8945,3.518,0.0,1.93,8.9,0,0,0,0
2024-01-03 06:00:00+00:00,255.0,2054.0,2309.0,2024-01-03 08:00:00+02:00,6,1,2,0,4.1705000000000005,3.842,2.0,1.53,10.2,37,0,0,37
2024-01-03 07:00:00+00:00,908.0,2032.0,2940.0,2024-01-03 09:00:00+02:00,7,1,2,0,3.846,3.612000000000001,89.0,1.36,10.8,83,0,0,83
2024-01-03 08:00:00+00:00,1493.0,1999.0,3492.0,2024-01-03 10:00:00+02:00,8,1,2,0,3.7935,3.552,238.0,2.26,13.0,72,0,0,72
2024-01-03 09:00:00+00:00,1543.0,1923.0,3466.0,2024-01-03 11:00:00+02:00,9,1,2,0,3.984,3.652,373.0,3.91,14.1,58,0,0,58
2024-01-03 10:00:00+00:00,1361.0,2023.0,3384.0,2024-01-03 12:00:00+02:00,10,1,2,0,4.0555,3.614,456.0,4.3,14.8,41,1,0,40
2024-01-03 11:00:00+00:00,1069.0,2186.0,3255.0,2024-01-03 13:00:00+02:00,11,1,2,0,4.433,3.748,481.0,5.0,15.4,36,2,0,35
2024-01-03 12:00:00+00:00,683.0,2114.0,2797.0,2024-01-03 14:00:00+02:00,12,1,2,0,4.219,3.686,449.0,5.26,15.8,99,1,0,99
2024-01-03 13:00:00+00:00,450.0,1958.0,2408.0,2024-01-03 15:00:00+02:00,13,1,2,0,4.871499999999999,4.298,353.0,5.3,16.2,100,1,33,100
2024-01-03 14:00:00+00:00,171.0,1819.0,1990.0,2024-01-03 16:00:00+02:00,14,1,2,0,5.255,4.6160000000000005,179.0,4.3,15.8,99,0,2,99
2024-01-03 15:00:00+00:00,4.0,1797.0,1801.0,2024-01-03 17:00:00+02:00,15,1,2,0,4.914,4.196,67.0,3.41,14.4,100,0,25,100
2024-01-03 16:00:00+00:00,0.0,1800.0,1800.0,2024-01-03 18:00:00+02:00,16,1,2,0,4.250999999999999,3.516,1.0,2.7,12.5,100,0,92,100
2024-01-03 17:00:00+00:00,0.0,1718.0,1718.0,2024-01-03 19:00:00+02:00,17,1,2,0,4.628000000000001,3.938,0.0,2.71,13.0,99,0,4,99
2024-01-03 18:00:00+00:00,0.0,1720.0,1720.0,2024-01-03 20:00:00+02:00,18,1,2,0,4.896,4.247999999999999,0.0,2.33,12.1,100,0,1,100
2024-01-03 19:00:00+00:00,0.0,1612.0,1612.0,2024-01-03 21:00:00+02:00,19,1,2,0,4.703500000000001,4.104000000000001,0.0,2.71,12.0,100,0,0,100
2024-01-03 20:00:00+00:00,0.0,1593.0,1593.0,2024-01-03 22:00:00+02:00,20,1,2,0,4.593,4.119999999999999,0.0,3.42,12.1,100,0,0,100
2024-01-03 21:00:00+00:00,0.0,1572.0,1572.0,2024-01-03 23:00:00+02:00,21,1,2,0,4.477,3.9900000000000007,0.0,3.67,11.9,0,0,0,0
2024-01-03 22:00:00+00:00,0.0,1544.0,1544.0,2024-01-04 00:00:00+02:00,22,1,2,0,4.1005,3.626,0.0,3.04,11.3,0,0,0,0
2024-01-03 23:00:00+00:00,0.0,1463.0,1463.0,2024-01-04 01:00:00+02:00,23,1,2,0,3.71,3.394,0.0,2.85,10.8,20,1,0,19
2024-01-04 00:00:00+00:00,0.0,1422.0,1422.0,2024-01-04 02:00:00+02:00,0,1,3,0,3.5225,3.244,0.0,3.04,10.8,78,6,0,77
2024-01-04 01:00:00+00:00,0.0,1557.0,1557.0,2024-01-04 03:00:00+02:00,1,1,3,0,3.618,3.232,0.0,2.5,11.6,94,1,0,94
2024-01-04 02:00:00+00:00,0.0,1585.0,1585.0,2024-01-04 04:00:00+02:00,2,1,3,0,3.7755,3.3840000000000003,0.0,2.3,10.7,95,0,0,95
2024-01-04 03:00:00+00:00,0.0,1720.0,1720.0,2024-01-04 05:00:00+02:00,3,1,3,0,3.9825,3.632,0.0,1.9,10.2,97,0,0,97
2024-01-04 04:00:00+00:00,0.0,1826.0,1826.0,2024-01-04 06:00:00+02:00,4,1,3,0,4.218,3.92,0.0,1.21,12.8,18,0,0,18
2024-01-04 05:00:00+00:00,4.0,1884.0,1888.0,2024-01-04 07:00:00+02:00,5,1,3,0,3.8655,3.53,0.0,1.72,10.5,50,0,2,50
2024-01-04 06:00:00+00:00,323.0,1854.0,2177.0,2024-01-04 08:00:00+02:00,6,1,3,0,4.2035,3.76,2.0,1.92,9.9,40,0,3,38
2024-01-04 07:00:00+00:00,1423.0,1890.0,3313.0,2024-01-04 09:00:00+02:00,7,1,3,0,4.3545,3.966,85.0,1.73,12.2,16,0,1,15
2024-01-04 08:00:00+00:00,2541.0,1930.0,4471.0,2024-01-04 10:00:00+02:00,8,1,3,0,4.2215,3.922,233.0,3.04,13.7,2,0,0,2
2024-01-04 09:00:00+00:00,2867.0,2029.0,4896.0,2024-01-04 11:00:00+02:00,9,1,3,0,4.864,4.438,363.0,3.05,14.8,0,0,0,0
2024-01-04 10:00:00+00:00,2859.0,2144.0,5003.0,2024-01-04 12:00:00+02:00,10,1,3,0,5.383000000000001,4.853999999999999,445.0,3.72,15.4,0,0,0,0
2024-01-04 11:00:00+00:00,2652.0,2224.0,4876.0,2024-01-04 13:00:00+02:00,11,1,3,0,5.3905,4.812,470.0,3.71,16.0,0,0,0,0
2024-01-04 12:00:00+00:00,2457.0,2223.0,4680.0,2024-01-04 14:00:00+02:00,12,1,3,0,5.151999999999999,4.517999999999999,435.0,3.62,16.4,1,1,0,0
2024-01-04 13:00:00+00:00,1649.0,2296.0,3945.0,2024-01-04 15:00:00+02:00,13,1,3,0,5.69,4.752,335.0,3.58,16.8,13,13,2,0
2024-01-04 14:00:00+00:00,507.0,2289.0,2796.0,2024-01-04 16:00:00+02:00,14,1,3,0,5.5145,4.792,228.0,3.68,16.2,8,8,0,0
2024-01-04 15:00:00+00:00,10.0,2336.0,2346.0,2024-01-04 17:00:00+02:00,15,1,3,0,5.22,4.662000000000001,83.0,3.14,14.9,1,1,0,0
2024-01-04 16:00:00+00:00,2.0,2357.0,2359.0,2024-01-04 18:00:00+02:00,16,1,3,0,4.804,4.172,2.0,3.52,13.8,0,0,0,0
2024-01-04 17:00:00+00:00,0.0,2259.0,2259.0,2024-01-04 19:00:00+02:00,17,1,3,0,4.768000000000001,4.264,0.0,3.95,13.7,8,0,0,8
2024-01-04 18:00:00+00:00,0.0,1840.0,1840.0,2024-01-04 20:00:00+02:00,18,1,3,0,4.359,3.9819999999999993,0.0,4.13,13.6,13,1,0,12
2024-01-04 19:00:00+00:00,21.0,1640.0,1661.0,2024-01-04 21:00:00+02:00,19,1,3,0,4.4835,4.088,0.0,2.32,11.6,9,1,0,9
2024-01-04 20:00:00+00:00,0.0,1572.0,1572.0,2024-01-04 22:00:00+02:00,20,1,3,0,5.0200000000000005,4.664,0.0,2.11,10.3,2,1,0,1
2024-01-04 21:00:00+00:00,0.0,1472.0,1472.0,2024-01-04 23:00:00+02:00,21,1,3,0,5.682,5.343999999999999,0.0,2.32,9.9,5,0,0,5
2024-01-04 22:00:00+00:00,0.0,1416.0,1416.0,2024-01-05 00:00:00+02:00,22,1,3,0,6.318,5.906,0.0,1.92,9.6,1,0,0,1
2024-01-04 23:00:00+00:00,0.0,1225.0,1225.0,2024-01-05 01:00:00+02:00,23,1,3,0,5.755,5.403999999999999,0.0,1.65,10.0,11,0,0,10
2024-01-05 00:00:00+00:00,0.0,958.0,958.0,2024-01-05 02:00:00+02:00,0,1,4,0,5.068,4.822,0.0,2.05,8.4,35,0,0,35
2024-01-05 01:00:00+00:00,0.0,825.0,825.0,2024-01-05 03:00:00+02:00,1,1,4,0,4.6895,4.394,0.0,1.28,12.1,21,0,0,21
2024-01-05 02:00:00+00:00,0.0,723.0,723.0,2024-01-05 04:00:00+02:00,2,1,4,0,4.283,4.000000000000001,0.0,1.13,13.1,21,0,0,21
2024-01-05 03:00:00+00:00,1.0,555.0,556.0,2024-01-05 05:00:00+02:00,3,1,4,0,4.047499999999999,3.814,0.0,1.58,11.1,3,0,0,3
2024-01-05 04:00:00+00:00,1.0,478.0,479.0,2024-01-05 06:00:00+02:00,4,1,4,0,3.756,3.608,0.0,1.92,10.2,7,0,0,7
2024-01-05 05:00:00+00:00,5.0,369.0,374.0,2024-01-05 07:00:00+02:00,5,1,4,0,3.613,3.61,0.0,1.84,10.4,9,0,0,9
2024-01-05 06:00:00+00:00,488.0,285.0,773.0,2024-01-05 08:00:00+02:00,6,1,4,0,3.4615,3.596,2.0,1.56,11.9,0,0,0,0
2024-01-05 07:00:00+00:00,1834.0,198.0,2032.0,2024-01-05 09:00:00+02:00,7,1,4,0,2.966,3.178,86.0,1.13,11.9,4,0,0,4
2024-01-05 08:00:00+00:00,2942.0,176.0,3118.0,2024-01-05 10:00:00+02:00,8,1,4,0,2.364,2.616,239.0,0.41,14.1,0,0,0,0
2024-01-05 09:00:00+00:00,3384.0,229.0,3613.0,2024-01-05 11:00:00+02:00,9,1,4,0,2.175,2.212,374.0,0.41,15.4,0,0,0,0
2024-01-05 10:00:00+00:00,3394.0,324.0,3718.0,2024-01-05 12:00:00+02:00,10,1,4,0,2.0525,1.914,461.0,0.67,16.5,0,0,0,0
2024-01-05 11:00:00+00:00,2924.0,469.0,3393.0,2024-01-05 13:00:00+02:00,11,1,4,0,2.3755,2.1900000000000004,490.0,0.78,16.9,1,0,0,1
2024-01-05 12:00:00+00:00,1899.0,679.0,2578.0,2024-01-05 14:00:00+02:00,12,1,4,0,2.960500000000001,2.772,458.0,0.76,17.4,0,0,0,0
2024-01-05 13:00:00+00:00,1083.0,831.0,1914.0,2024-01-05 15:00:00+02:00,13,1,4,0,2.732,2.61,373.0,1.2,17.1,17,0,3,15
2024-01-05 14:00:00+00:00,414.0,983.0,1397.0,2024-01-05 16:00:00+02:00,14,1,4,0,3.0770000000000004,2.86,241.0,2.0,16.4,24,0,3,22
2024-01-05 15:00:00+00:00,14.0,1166.0,1180.0,2024-01-05 17:00:00+02:00,15,1,4,0,3.0705,2.894,87.0,1.35,13.9,7,0,5,4
2024-01-05 16:00:00+00:00,2.0,1295.0,1297.0,2024-01-05 18:00:00+02:00,16,1,4,0,3.3520000000000003,3.208,2.0,1.7,12.6,83,0,82,15
2024-01-05 17:00:00+00:00,3.0,1276.0,1279.0,2024-01-05 19:00:00+02:00,17,1,4,0,3.5825,3.3839999999999995,0.0,1.8,12.4,57,0,52,14
2024-01-05 18:00:00+00:00,7.0,1417.0,1424.0,2024-01-05 20:00:00+02:00,18,1,4,0,3.5565,3.224,0.0,1.92,11.9,41,0,6,37
2024-01-05 19:00:00+00:00,3.0,1452.0,1455.0,2024-01-05 21:00:00+02:00,19,1,4,0,3.683,3.182,0.0,1.71,12.1,90,2,3,89
2024-01-05 20:00:00+00:00,0.0,1554.0,1554.0,2024-01-05 22:00:00+02:00,20,1,4,0,3.609,3.112,0.0,1.81,11.9,78,30,5,67
2024-01-05 21:00:00+00:00,0.0,1632.0,1632.0,2024-01-05 23:00:00+02:00,21,1,4,0,3.5835000000000004,3.024,0.0,1.91,11.6,62,24,11,44
2024-01-05 22:00:00+00:00,0.0,1686.0,1686.0,2024-01-06 00:00:00+02:00,22,1,4,0,3.4085000000000005,2.8020000000000005,0.0,1.71,11.8,100,35,77,100
2024-01-05 23:00:00+00:00,0.0,1689.0,1689.0,2024-01-06 01:00:00+02:00,23,1,4,0,3.349,2.756,0.0,1.7,11.8,100,35,36,100
2024-01-06 00:00:00+00:00,0.0,1828.0,1828.0,2024-01-06 02:00:00+02:00,0,1,5,1,3.3605,2.832,0.0,2.42,11.7,100,27,9,100
2024-01-06 01:00:00+00:00,0.0,1888.0,1888.0,2024-01-06 03:00:00+02:00,1,1,5,1,3.7525,3.232,0.0,1.81,11.2,100,13,0,100
2024-01-06 02:00:00+00:00,0.0,1959.0,1959.0,2024-01-06 04:00:00+02:00,2,1,5,1,4.151,3.682,0.0,1.41,11.5,100,1,0,100
2024-01-06 03:00:00+00:00,1.0,2035.0,2036.0,2024-01-06 05:00:00+02:00,3,1,5,1,4.485,4.104000000000001,0.0,1.43,11.1,100,9,0,100
2024-01-06 04:00:00+00:00,0.0,2027.0,2027.0,2024-01-06 06:00:00+02:00,4,1,5,1,4.8245,4.588,0.0,1.72,10.8,100,25,0,100
2024-01-06 05:00:00+00:00,1.0,2044.0,2045.0,2024-01-06 07:00:00+02:00,5,1,5,1,5.0615000000000006,4.892,0.0,1.75,10.9,100,31,0,100
2024-01-06 06:00:00+00:00,208.0,2153.0,2361.0,2024-01-06 08:00:00+02:00,6,1,5,1,5.4190000000000005,5.254,2.0,1.7,11.2,100,30,1,100
2024-01-06 07:00:00+00:00,720.0,2356.0,3076.0,2024-01-06 09:00:00+02:00,7,1,5,1,6.0280000000000005,5.824,61.0,1.89,13.8,98,27,18,98
2024-01-06 08:00:00+00:00,1370.0,2481.0,3851.0,2024-01-06 10:00:00+02:00,8,1,5,1,6.8020000000000005,6.697999999999999,176.0,4.0,15.9,93,24,1,91
2024-01-06 09:00:00+00:00,1981.0,2450.0,4431.0,2024-01-06 11:00:00+02:00,9,1,5,1,7.205500000000001,7.12,300.0,6.13,16.8,67,41,0,44
2024-01-06 10:00:00+00:00,2211.0,2552.0,4763.0,2024-01-06 12:00:00+02:00,10,1,5,1,8.349,8.226,343.0,6.9,17.0,24,17,6,3
2024-01-06 11:00:00+00:00,2212.0,2627.0,4839.0,2024-01-06 13:00:00+02:00,11,1,5,1,9.1635,8.814,390.0,7.22,16.9,10,8,0,2
2024-01-06 12:00:00+00:00,2103.0,2740.0,4843.0,2024-01-06 14:00:00+02:00,12,1,5,1,9.1825,8.908,408.0,8.0,17.0,80,42,64,40
2024-01-06 13:00:00+00:00,1459.0,2869.0,4328.0,2024-01-06 15:00:00+02:00,13,1,5,1,9.700500000000002,9.358,282.0,6.72,16.3,3,3,0,0
2024-01-06 14:00:00+00:00,389.0,2918.0,3307.0,2024-01-06 16:00:00+02:00,14,1,5,1,9.746,9.436,219.0,5.92,16.0,12,12,0,0
2024-01-06 15:00:00+00:00,9.0,3011.0,3020.0,2024-01-06 17:00:00+02:00,15,1,5,1,9.498,9.354,79.0,5.57,15.2,12,12,0,0
2024-01-06 16:00:00+00:00,13.0,3063.0,3076.0,2024-01-06 18:00:00+02:00,16,1,5,1,9.369,9.324,2.0,5.2,14.9,12,12,3,0
2024-01-06 17:00:00+00:00,15.0,3084.0,3099.0,2024-01-06 19:00:00+02:00,17,1,5,1,9.5485,9.592,0.0,5.13,14.9,3,3,3,0
2024-01-06 18:00:00+00:00,0.0,3234.0,3234.0,2024-01-06 20:00:00+02:00,18,1,5,1,9.8815,10.041999999999998,0.0,4.65,14.6,0,0,0,0
2024-01-06 19:00:00+00:00,0.0,3300.0,3300.0,2024-01-06 21:00:00+02:00,19,1,5,1,10.295000000000002,10.674,0.0,4.91,14.6,12,0,1,12
2024-01-06 20:00:00+00:00,0.0,3240.0,3240.0,2024-01-06 22:00:00+02:00,20,1,5,1,10.4045,10.462,0.0,5.91,14.6,25,1,14,13
2024-01-06 21:00:00+00:00,0.0,2926.0,2926.0,2024-01-06 23:00:00+02:00,21,1,5,1,10.6495,9.626,0.0,6.66,14.9,73,1,42,62
2024-01-06 22:00:00+00:00,0.0,2798.0,2798.0,2024-01-07 00:00:00+02:00,22,1,5,1,10.7715,9.462,0.0,7.62,15.1,100,4,100,90
2024-01-06 23:00:00+00:00,0.0,2705.0,2705.0,2024-01-07 01:00:00+02:00,23,1,5,1,11.4585,10.284000000000002,0.0,10.7,13.6,100,28,100,58
2024-01-07 00:00:00+00:00,0.0,2672.0,2672.0,2024-01-07 02:00:00+02:00,0,1,6,1,11.1865,10.09,0.0,6.61,12.7,100,38,100,16
2024-01-07 01:00:00+00:00,0.0,2706.0,2706.0,2024-01-07 03:00:00+02:00,1,1,6,1,11.073,10.272000000000002,0.0,6.3,14.1,15,3,14,3
2024-01-07 02:00:00+00:00,0.0,2575.0,2575.0,2024-01-07 04:00:00+02:00,2,1,6,1,10.1475,9.368,0.0,4.64,13.8,26,1,2,25
2024-01-07 03:00:00+00:00,1.0,2634.0,2635.0,2024-01-07 05:00:00+02:00,3,1,6,1,9.065,8.501999999999999,0.0,4.68,13.9,8,2,6,2
2024-01-07 04:00:00+00:00,1.0,2523.0,2524.0,2024-01-07 06:00:00+02:00,4,1,6,1,9.027,8.59,0.0,4.9,13.8,33,8,11,24
2024-01-07 05:00:00+00:00,2.0,2519.0,2521.0,2024-01-07 07:00:00+02:00,5,1,6,1,8.7715,8.25,0.0,6.22,13.8,99,21,7,99
2024-01-07 06:00:00+00:00,134.0,2591.0,2725.0,2024-01-07 08:00:00+02:00,6,1,6,1,9.029,8.488,2.0,6.5,13.4,97,13,68,95
2024-01-07 07:00:00+00:00,516.0,2735.0,3251.0,2024-01-07 09:00:00+02:00,7,1,6,1,8.4315,7.703999999999999,48.0,6.9,13.8,99,19,94,98
2024-01-07 08:00:00+00:00,857.0,2791.0,3648.0,2024-01-07 10:00:00+02:00,8,1,6,1,8.1805,7.609999999999999,135.0,6.54,14.5,94,30,87,85
2024-01-07 09:00:00+00:00,1204.0,2861.0,4065.0,2024-01-07 11:00:00+02:00,9,1,6,1,8.8295,8.288,240.0,6.77,15.2,99,36,97,96
2024-01-07 10:00:00+00:00,1250.0,2999.0,4249.0,2024-01-07 12:00:00+02:00,10,1,6,1,9.515,8.196,262.0,6.96,14.1,91,25,87,78
2024-01-07 11:00:00+00:00,1318.0,3027.0,4345.0,2024-01-07 13:00:00+02:00,11,1,6,1,9.347499999999998,8.313999999999998,275.0,7.17,15.6,62,6,61,0
2024-01-07 12:00:00+00:00,1221.0,3139.0,4360.0,2024-01-07 14:00:00+02:00,12,1,6,1,8.911,8.144,383.0,8.16,15.3,44,12,40,0
2024-01-07 13:00:00+00:00,772.0,3098.0,3870.0,2024-01-07 15:00:00+02:00,13,1,6,1,7.506500000000001,6.787999999999999,358.0,7.98,15.4,10,2,9,0
2024-01-07 14:00:00+00:00,286.0,3076.0,3362.0,2024-01-07 16:00:00+02:00,14,1,6,1,7.817000000000001,6.970000000000001,237.0,7.26,15.0,11,7,5,0
