datetime_utc,irradiance_Wm2,windspeed_ms,temperature_C
2024-01-01 00:00:00+00:00,0.0,0.32,12.9
2024-01-01 01:00:00+00:00,0.0,0.89,12.9
2024-01-01 02:00:00+00:00,0.0,0.71,12.6
2024-01-01 03:00:00+00:00,0.0,0.6,12.2
2024-01-01 04:00:00+00:00,0.0,0.51,11.9
2024-01-01 05:00:00+00:00,0.0,0.9,11.8
2024-01-01 06:00:00+00:00,1.0,0.41,12.2
2024-01-01 07:00:00+00:00,51.0,0.5,11.8
2024-01-01 08:00:00+00:00,208.0,0.85,12.9
2024-01-01 09:00:00+00:00,357.0,1.3,13.5
2024-01-01 10:00:00+00:00,434.0,2.01,14.1
2024-01-01 11:00:00+00:00,467.0,2.36,14.7
2024-01-01 12:00:00+00:00,436.0,2.69,15.1
2024-01-01 13:00:00+00:00,296.0,3.66,16.0
2024-01-01 14:00:00+00:00,190.0,2.86,15.8
2024-01-01 15:00:00+00:00,77.0,1.43,13.7
2024-01-01 16:00:00+00:00,1.0,0.89,14.7
2024-01-01 17:00:00+00:00,0.0,0.61,14.9
2024-01-01 18:00:00+00:00,0.0,1.56,13.1
2024-01-01 19:00:00+00:00,0.0,1.25,13.5
2024-01-01 20:00:00+00:00,0.0,0.54,13.8
2024-01-01 21:00:00+00:00,0.0,0.45,13.4
2024-01-01 22:00:00+00:00,0.0,0.5,13.1
2024-01-01 23:00:00+00:00,0.0,0.67,12.9
2024-01-02 00:00:00+00:00,0.0,0.36,12.6
2024-01-02 01:00:00+00:00,0.0,0.57,12.0
2024-01-02 02:00:00+00:00,0.0,0.78,11.6
2024-01-02 03:00:00+00:00,0.0,1.08,11.4
2024-01-02 04:00:00+00:00,0.0,0.76,12.6
2024-01-02 05:00:00+00:00,0.0,0.6,12.6
2024-01-02 06:00:00+00:00,1.0,1.02,12.1
2024-01-02 07:00:00+00:00,45.0,1.14,11.6
2024-01-02 08:00:00+00:00,115.0,0.61,12.6
2024-01-02 09:00:00+00:00,119.0,0.5,12.9
2024-01-02 10:00:00+00:00,60.0,0.71,12.6
2024-01-02 11:00:00+00:00,86.0,0.42,13.2
2024-01-02 12:00:00+00:00,101.0,0.3,13.6
2024-01-02 13:00:00+00:00,102.0,0.86,14.6
2024-01-02 14:00:00+00:00,100.0,0.6,14.6
2024-01-02 15:00:00+00:00,57.0,1.03,13.4
2024-01-02 16:00:00+00:00,1.0,1.0,14.4
2024-01-02 17:00:00+00:00,0.0,1.0,14.1
2024-01-02 18:00:00+00:00,0.0,1.0,13.8
2024-01-02 19:00:00+00:00,0.0,1.03,13.7
2024-01-02 20:00:00+00:00,0.0,0.61,13.5
2024-01-02 21:00:00+00:00,0.0,0.45,13.2
2024-01-02 22:00:00+00:00,0.0,0.5,12.8
2024-01-02 23:00:00+00:00,0.0,0.54,12.8
2024-01-03 00:00:00+00:00,0.0,0.6,12.7
2024-01-03 01:00:00+00:00,0.0,0.91,12.8
2024-01-03 02:00:00+00:00,0.0,1.24,12.2
2024-01-03 03:00:00+00:00,0.0,1.1,12.4
2024-01-03 04:00:00+00:00,0.0,1.66,9.9
2024-01-03 05:00:00+00:00,0.0,1.93,8.9
2024-01-03 06:00:00+00:00,2.0,1.53,10.2
2024-01-03 07:00:00+00:00,89.0,1.36,10.8
2024-01-03 08:00:00+00:00,238.0,2.26,13.0
2024-01-03 09:00:00+00:00,373.0,3.91,14.1
2024-01-03 10:00:00+00:00,456.0,4.3,14.8
2024-01-03 11:00:00+00:00,481.0,5.0,15.4
2024-01-03 12:00:00+00:00,449.0,5.26,15.8
2024-01-03 13:00:00+00:00,353.0,5.3,16.2
2024-01-03 14:00:00+00:00,179.0,4.3,15.8
2024-01-03 15:00:00+00:00,67.0,3.41,14.4
2024-01-03 16:00:00+00:00,1.0,2.7,12.5
2024-01-03 17:00:00+00:00,0.0,2.71,13.0
2024-01-03 18:00:00+00:00,0.0,2.33,12.1
2024-01-03 19:00:00+00:00,0.0,2.71,12.0
2024-01-03 20:00:00+00:00,0.0,3.42,12.1
2024-01-03 21:00:00+00:00,0.0,3.67,11.9
2024-01-03 22:00:00+00:00,0.0,3.04,11.3
2024-01-03 23:00:00+00:00,0.0,2.85,10.8
2024-01-04 00:00:00+00:00,0.0,3.04,10.8
2024-01-04 01:00:00+00:00,0.0,2.5,11.6
2024-01-04 02:00:00+00:00,0.0,2.3,10.7
2024-01-04 03:00:00+00:00,0.0,1.9,10.2
2024-01-04 04:00:00+00:00,0.0,1.21,12.8
2024-01-04 05:00:00+00:00,0.0,1.72,10.5
2024-01-04 06:00:00+00:00,2.0,1.92,9.9
2024-01-04 07:00:00+00:00,85.0,1.73,12.2
2024-01-04 08:00:00+00:00,233.0,3.04,13.7
2024-01-04 09:00:00+00:00,363.0,3.05,14.8
2024-01-04 10:00:00+00:00,445.0,3.72,15.4
2024-01-04 11:00:00+00:00,470.0,3.71,16.0
2024-01-04 12:00:00+00:00,435.0,3.62,16.4
2024-01-04 13:00:00+00:00,335.0,3.58,16.8
2024-01-04 14:00:00+00:00,228.0,3.68,16.2
2024-01-04 15:00:00+00:00,83.0,3.14,14.9
2024-01-04 16:00:00+00:00,2.0,3.52,13.8
2024-01-04 17:00:00+00:00,0.0,3.95,13.7
2024-01-04 18:00:00+00:00,0.0,4.13,13.6
2024-01-04 19:00:00+00:00,0.0,2.32,11.6
2024-01-04 20:00:00+00:00,0.0,2.11,10.3
2024-01-04 21:00:00+00:00,0.0,2.32,9.9
2024-01-04 22:00:00+00:00,0.0,1.92,9.6
2024-01-04 23:00:00+00:00,0.0,1.65,10.0
2024-01-05 00:00:00+00:00,0.0,2.05,8.4
2024-01-05 01:00:00+00:00,0.0,1.28,12.1
2024-01-05 02:00:00+00:00,0.0,1.13,13.1
2024-01-05 03:00:00+00:00,0.0,1.58,11.1
2024-01-05 04:00:00+00:00,0.0,1.92,10.2
2024-01-05 05:00:00+00:00,0.0,1.84,10.4
2024-01-05 06:00:00+00:00,2.0,1.56,11.9
2024-01-05 07:00:00+00:00,86.0,1.13,11.9
2024-01-05 08:00:00+00:00,239.0,0.41,14.1
2024-01-05 09:00:00+00:00,374.0,0.41,15.4
2024-01-05 10:00:00+00:00,461.0,0.67,16.5
2024-01-05 11:00:00+00:00,490.0,0.78,16.9
2024-01-05 12:00:00+00:00,458.0,0.76,17.4
2024-01-05 13:00:00+00:00,373.0,1.2,17.1
2024-01-05 14:00:00+00:00,241.0,2.0,16.4
2024-01-05 15:00:00+00:00,87.0,1.35,13.9
2024-01-05 16:00:00+00:00,2.0,1.7,12.6
2024-01-05 17:00:00+00:00,0.0,1.8,12.4
2024-01-05 18:00:00+00:00,0.0,1.92,11.9
2024-01-05 19:00:00+00:00,0.0,1.71,12.1
2024-01-05 20:00:00+00:00,0.0,1.81,11.9
2024-01-05 21:00:00+00:00,0.0,1.91,11.6
2024-01-05 22:00:00+00:00,0.0,1.71,11.8
2024-01-05 23:00:00+00:00,0.0,1.7,11.8
2024-01-06 00:00:00+00:00,0.0,2.42,11.7
2024-01-06 01:00:00+00:00,0.0,1.81,11.2
2024-01-06 02:00:00+00:00,0.0,1.41,11.5
2024-01-06 03:00:00+00:00,0.0,1.43,11.1
2024-01-06 04:00:00+00:00,0.0,1.72,10.8
2024-01-06 05:00:00+00:00,0.0,1.75,10.9
2024-01-06 06:00:00+00:00,2.0,1.7,11.2
2024-01-06 07:00:00+00:00,61.0,1.89,13.8
2024-01-06 08:00:00+00:00,176.0,4.0,15.9
2024-01-06 09:00:00+00:00,300.0,6.13,16.8
2024-01-06 10:00:00+00:00,343.0,6.9,17.0
2024-01-06 11:00:00+00:00,390.0,7.22,16.9
2024-01-06 12:00:00+00:00,408.0,8.0,17.0
2024-01-06 13:00:00+00:00,282.0,6.72,16.3
2024-01-06 14:00:00+00:00,219.0,5.92,16.0
2024-01-06 15:00:00+00:00,79.0,5.57,15.2
2024-01-06 16:00:00+00:00,2.0,5.2,14.9
2024-01-06 17:00:00+00:00,0.0,5.13,14.9
2024-01-06 18:00:00+00:00,0.0,4.65,14.6
2024-01-06 19:00:00+00:00,0.0,4.91,14.6
2024-01-06 20:00:00+00:00,0.0,5.91,14.6
2024-01-06 21:00:00+00:00,0.0,6.66,14.9
2024-01-06 22:00:00+00:00,0.0,7.62,15.1
2024-01-06 23:00:00+00:00,0.0,10.7,13.6
2024-01-07 00:00:00+00:00,0.0,6.61,12.7
2024-01-07 01:00:00+00:00,0.0,6.3,14.1
2024-01-07 02:00:00+00:00,0.0,4.64,13.8
2024-01-07 03:00:00+00:00,0.0,4.68,13.9
2024-01-07 04:00:00+00:00,0.0,4.9,13.8
2024-01-07 05:00:00+00:00,0.0,6.22,13.8
2024-01-07 06:00:00+00:00,2.0,6.5,13.4
2024-01-07 07:00:00+00:00,48.0,6.9,13.8
2024-01-07 08:00:00+00:00,135.0,6.54,14.5
2024-01-07 09:00:00+00:00,240.0,6.77,15.2
2024-01-07 10:00:00+00:00,262.0,6.96,14.1
2024-01-07 11:00:00+00:00,275.0,7.17,15.6
2024-01-07 12:00:00+00:00,383.0,8.16,15.3
2024-01-07 13:00:00+00:00,358.0,7.98,15.4
2024-01-07 14:00:00+00:00,237.0,7.26,15.0
2024-01-07 15:00:00+00:00,85.0,7.2,14.3
2024-01-07 16:00:00+00:00,3.0,7.78,13.8
2024-01-07 17:00:00+00:00,0.0,6.65,13.4
2024-01-07 18:00:00+00:00,0.0,6.44,12.9
2024-01-07 19:00:00+00:00,0.0,6.08,12.3
2024-01-07 20:00:00+00:00,0.0,5.38,11.9
2024-01-07 21:00:00+00:00,0.0,5.6,11.9
2024-01-07 22:00:00+00:00,0.0,5.45,11.8
2024-01-07 23:00:00+00:00,0.0,5.1,11.4
2024-01-08 00:00:00+00:00,0.0,4.78,11.3
2024-01-08 01:00:00+00:00,0.0,3.91,11.2
2024-01-08 02:00:00+00:00,0.0,4.36,11.4
2024-01-08 03:00:00+00:00,0.0,4.96,11.4
2024-01-08 04:00:00+00:00,0.0,4.36,10.9
2024-01-08 05:00:00+00:00,0.0,3.81,10.4
2024-01-08 06:00:00+00:00,2.0,3.32,9.9
2024-01-08 07:00:00+00:00,86.0,2.96,11.8
2024-01-08 08:00:00+00:00,239.0,4.48,13.4
2024-01-08 09:00:00+00:00,372.0,5.27,13.9
2024-01-08 10:00:00+00:00,456.0,4.77,14.4
2024-01-08 11:00:00+00:00,482.0,5.3,14.8
2024-01-08 12:00:00+00:00,417.0,4.6,15.1
2024-01-08 13:00:00+00:00,311.0,3.16,14.7
2024-01-08 14:00:00+00:00,223.0,3.1,14.0
2024-01-08 15:00:00+00:00,79.0,1.88,13.1
2024-01-08 16:00:00+00:00,3.0,1.8,11.6
2024-01-08 17:00:00+00:00,0.0,1.73,11.1
2024-01-08 18:00:00+00:00,0.0,1.7,11.0
2024-01-08 19:00:00+00:00,0.0,2.97,10.5
2024-01-08 20:00:00+00:00,0.0,2.21,9.5
2024-01-08 21:00:00+00:00,0.0,1.87,9.6
2024-01-08 22:00:00+00:00,0.0,2.16,10.2
2024-01-08 23:00:00+00:00,0.0,2.18,9.9
2024-01-09 00:00:00+00:00,0.0,2.06,8.6
2024-01-09 01:00:00+00:00,0.0,1.58,9.6
2024-01-09 02:00:00+00:00,0.0,1.17,9.6
2024-01-09 03:00:00+00:00,0.0,1.84,9.2
2024-01-09 04:00:00+00:00,0.0,1.94,9.1
2024-01-09 05:00:00+00:00,0.0,1.73,8.4
2024-01-09 06:00:00+00:00,2.0,1.39,8.4
2024-01-09 07:00:00+00:00,73.0,0.95,9.6
2024-01-09 08:00:00+00:00,228.0,0.89,11.6
2024-01-09 09:00:00+00:00,367.0,2.02,12.9
2024-01-09 10:00:00+00:00,368.0,4.39,12.7
2024-01-09 11:00:00+00:00,378.0,4.98,12.2
2024-01-09 12:00:00+00:00,358.0,4.68,12.1
2024-01-09 13:00:00+00:00,208.0,7.95,9.1
2024-01-09 14:00:00+00:00,120.0,9.0,7.9
2024-01-09 15:00:00+00:00,48.0,7.12,6.1
2024-01-09 16:00:00+00:00,2.0,6.32,5.4
2024-01-09 17:00:00+00:00,0.0,5.85,5.4
2024-01-09 18:00:00+00:00,0.0,3.35,5.2
2024-01-09 19:00:00+00:00,0.0,0.85,4.9
2024-01-09 20:00:00+00:00,0.0,1.03,4.6
2024-01-09 21:00:00+00:00,0.0,1.56,4.7
2024-01-09 22:00:00+00:00,0.0,1.62,4.7
2024-01-09 23:00:00+00:00,0.0,1.84,4.7
2024-01-10 00:00:00+00:00,0.0,1.75,4.7
2024-01-10 01:00:00+00:00,0.0,1.0,5.6
2024-01-10 02:00:00+00:00,0.0,1.1,5.3
2024-01-10 03:00:00+00:00,0.0,0.95,5.4
2024-01-10 04:00:00+00:00,0.0,0.82,5.7
2024-01-10 05:00:00+00:00,0.0,1.2,5.8
2024-01-10 06:00:00+00:00,1.0,1.33,5.8
2024-01-10 07:00:00+00:00,34.0,0.85,6.0
2024-01-10 08:00:00+00:00,105.0,1.12,6.7
2024-01-10 09:00:00+00:00,173.0,2.12,7.2
2024-01-10 10:00:00+00:00,188.0,1.75,7.4
2024-01-10 11:00:00+00:00,255.0,2.65,8.1
2024-01-10 12:00:00+00:00,243.0,2.86,8.2
2024-01-10 13:00:00+00:00,224.0,2.75,8.2
2024-01-10 14:00:00+00:00,125.0,2.52,7.8
2024-01-10 15:00:00+00:00,61.0,1.66,7.2
2024-01-10 16:00:00+00:00,3.0,1.14,6.4
2024-01-10 17:00:00+00:00,0.0,1.53,5.6
2024-01-10 18:00:00+00:00,0.0,1.68,6.2
2024-01-10 19:00:00+00:00,0.0,1.43,4.8
2024-01-10 20:00:00+00:00,0.0,1.0,5.1
2024-01-10 21:00:00+00:00,0.0,0.41,5.3
2024-01-10 22:00:00+00:00,0.0,0.45,5.2
2024-01-10 23:00:00+00:00,0.0,0.41,5.1
2024-01-11 00:00:00+00:00,0.0,0.32,5.1
2024-01-11 01:00:00+00:00,0.0,1.84,5.2
2024-01-11 02:00:00+00:00,0.0,1.24,4.6
2024-01-11 03:00:00+00:00,0.0,0.92,5.2
2024-01-11 04:00:00+00:00,0.0,1.04,4.1
2024-01-11 05:00:00+00:00,0.0,1.24,3.2
2024-01-11 06:00:00+00:00,2.0,1.53,2.0
2024-01-11 07:00:00+00:00,86.0,0.5,4.7
2024-01-11 08:00:00+00:00,202.0,0.92,6.8
2024-01-11 09:00:00+00:00,297.0,1.2,8.1
2024-01-11 10:00:00+00:00,388.0,1.92,9.1
2024-01-11 11:00:00+00:00,379.0,2.28,9.5
2024-01-11 12:00:00+00:00,417.0,1.91,10.0
2024-01-11 13:00:00+00:00,355.0,1.9,9.7
2024-01-11 14:00:00+00:00,245.0,1.48,9.5
2024-01-11 15:00:00+00:00,101.0,1.61,8.2
2024-01-11 16:00:00+00:00,5.0,2.21,6.2
2024-01-11 17:00:00+00:00,0.0,2.46,4.9
2024-01-11 18:00:00+00:00,0.0,2.08,5.1
2024-01-11 19:00:00+00:00,0.0,1.64,5.7
2024-01-11 20:00:00+00:00,0.0,2.33,4.8
2024-01-11 21:00:00+00:00,0.0,2.16,5.0
2024-01-11 22:00:00+00:00,0.0,1.66,5.6
2024-01-11 23:00:00+00:00,0.0,1.25,5.7
2024-01-12 00:00:00+00:00,0.0,1.64,5.8
2024-01-12 01:00:00+00:00,0.0,1.35,6.9
2024-01-12 02:00:00+00:00,0.0,1.71,7.1
2024-01-12 03:00:00+00:00,0.0,1.71,7.2
2024-01-12 04:00:00+00:00,0.0,1.66,7.3
2024-01-12 05:00:00+00:00,0.0,1.48,7.4
2024-01-12 06:00:00+00:00,0.0,1.7,7.4
2024-01-12 07:00:00+00:00,14.0,1.08,7.7
2024-01-12 08:00:00+00:00,55.0,1.55,7.9
2024-01-12 09:00:00+00:00,88.0,1.84,8.2
2024-01-12 10:00:00+00:00,74.0,1.7,8.1
2024-01-12 11:00:00+00:00,124.0,1.77,8.6
2024-01-12 12:00:00+00:00,90.0,1.9,8.6
2024-01-12 13:00:00+00:00,116.0,2.57,8.6
2024-01-12 14:00:00+00:00,97.0,2.4,8.1
2024-01-12 15:00:00+00:00,43.0,2.89,7.7
2024-01-12 16:00:00+00:00,2.0,2.53,7.2
2024-01-12 17:00:00+00:00,0.0,2.01,6.7
2024-01-12 18:00:00+00:00,0.0,1.61,5.6
2024-01-12 19:00:00+00:00,0.0,2.1,6.3
2024-01-12 20:00:00+00:00,0.0,2.41,6.6
2024-01-12 21:00:00+00:00,0.0,2.55,6.4
2024-01-12 22:00:00+00:00,0.0,3.04,5.8
2024-01-12 23:00:00+00:00,0.0,3.29,5.3
2024-01-13 00:00:00+00:00,0.0,2.75,4.8
2024-01-13 01:00:00+00:00,0.0,2.4,5.0
2024-01-13 02:00:00+00:00,0.0,2.31,5.4
2024-01-13 03:00:00+00:00,0.0,2.31,5.5
2024-01-13 04:00:00+00:00,0.0,2.5,5.3
2024-01-13 05:00:00+00:00,0.0,2.47,5.0
2024-01-13 06:00:00+00:00,2.0,2.26,4.9
2024-01-13 07:00:00+00:00,61.0,1.81,6.1
2024-01-13 08:00:00+00:00,162.0,2.97,7.0
2024-01-13 09:00:00+00:00,231.0,3.4,7.4
2024-01-13 10:00:00+00:00,283.0,3.2,7.8
2024-01-13 11:00:00+00:00,272.0,2.66,8.1
2024-01-13 12:00:00+00:00,336.0,2.82,8.7
2024-01-13 13:00:00+00:00,236.0,3.04,7.3
2024-01-13 14:00:00+00:00,236.0,2.31,7.7
2024-01-13 15:00:00+00:00,96.0,2.0,6.9
2024-01-13 16:00:00+00:00,5.0,1.9,6.1
2024-01-13 17:00:00+00:00,0.0,1.02,5.1
2024-01-13 18:00:00+00:00,0.0,1.22,4.1
2024-01-13 19:00:00+00:00,0.0,2.15,2.6
2024-01-13 20:00:00+00:00,0.0,2.47,2.0
2024-01-13 21:00:00+00:00,0.0,2.51,1.3
2024-01-13 22:00:00+00:00,0.0,2.51,1.0
2024-01-13 23:00:00+00:00,0.0,2.64,0.9
2024-01-14 00:00:00+00:00,0.0,2.42,0.8
2024-01-14 01:00:00+00:00,0.0,2.02,2.2
2024-01-14 02:00:00+00:00,0.0,2.12,2.0
2024-01-14 03:00:00+00:00,0.0,2.15,1.9
2024-01-14 04:00:00+00:00,0.0,2.33,1.9
2024-01-14 05:00:00+00:00,0.0,2.2,1.7
2024-01-14 06:00:00+00:00,3.0,2.06,2.2
2024-01-14 07:00:00+00:00,95.0,1.61,5.3
2024-01-14 08:00:00+00:00,254.0,0.36,7.2
2024-01-14 09:00:00+00:00,394.0,1.08,7.9
2024-01-14 10:00:00+00:00,478.0,1.04,8.6
2024-01-14 11:00:00+00:00,493.0,0.73,9.0
2024-01-14 12:00:00+00:00,463.0,1.17,9.7
2024-01-14 13:00:00+00:00,352.0,2.41,10.2
2024-01-14 14:00:00+00:00,205.0,1.17,10.1
2024-01-14 15:00:00+00:00,103.0,1.3,9.2
2024-01-14 16:00:00+00:00,7.0,1.12,8.3
2024-01-14 17:00:00+00:00,0.0,1.63,7.7
2024-01-14 18:00:00+00:00,0.0,3.4,8.5
2024-01-14 19:00:00+00:00,0.0,3.55,8.3
2024-01-14 20:00:00+00:00,0.0,4.1,8.4
2024-01-14 21:00:00+00:00,0.0,4.11,7.9
2024-01-14 22:00:00+00:00,0.0,3.4,7.0
2024-01-14 23:00:00+00:00,0.0,2.62,5.8
2024-01-15 00:00:00+00:00,0.0,2.11,5.7
2024-01-15 01:00:00+00:00,0.0,1.77,6.3
2024-01-15 02:00:00+00:00,0.0,1.2,8.6
2024-01-15 03:00:00+00:00,0.0,0.98,8.4
2024-01-15 04:00:00+00:00,0.0,1.1,8.0
2024-01-15 05:00:00+00:00,0.0,1.82,4.8
2024-01-15 06:00:00+00:00,3.0,1.9,4.4
2024-01-15 07:00:00+00:00,87.0,1.53,7.6
2024-01-15 08:00:00+00:00,220.0,0.71,9.2
2024-01-15 09:00:00+00:00,364.0,0.41,10.5
2024-01-15 10:00:00+00:00,440.0,0.81,11.8
2024-01-15 11:00:00+00:00,469.0,2.47,12.9
2024-01-15 12:00:00+00:00,309.0,3.28,13.4
2024-01-15 13:00:00+00:00,120.0,2.16,12.9
2024-01-15 14:00:00+00:00,85.0,2.3,12.9
2024-01-15 15:00:00+00:00,32.0,2.04,11.9
2024-01-15 16:00:00+00:00,1.0,1.96,11.6
2024-01-15 17:00:00+00:00,0.0,1.84,11.3
2024-01-15 18:00:00+00:00,0.0,2.31,11.4
2024-01-15 19:00:00+00:00,0.0,3.32,12.1
2024-01-15 20:00:00+00:00,0.0,5.59,12.8
2024-01-15 21:00:00+00:00,0.0,4.16,13.1
2024-01-15 22:00:00+00:00,0.0,2.83,12.8
2024-01-15 23:00:00+00:00,0.0,2.01,11.4
2024-01-16 00:00:00+00:00,0.0,1.92,10.5
2024-01-16 01:00:00+00:00,0.0,0.99,10.9
2024-01-16 02:00:00+00:00,0.0,1.5,8.9
2024-01-16 03:00:00+00:00,0.0,1.5,9.0
2024-01-16 04:00:00+00:00,0.0,1.53,9.1
2024-01-16 05:00:00+00:00,0.0,1.82,8.2
2024-01-16 06:00:00+00:00,3.0,2.0,7.7
2024-01-16 07:00:00+00:00,87.0,1.71,10.9
2024-01-16 08:00:00+00:00,239.0,1.53,12.4
2024-01-16 09:00:00+00:00,366.0,1.32,13.2
2024-01-16 10:00:00+00:00,456.0,1.22,14.3
2024-01-16 11:00:00+00:00,477.0,1.73,15.2
2024-01-16 12:00:00+00:00,468.0,2.53,16.8
2024-01-16 13:00:00+00:00,374.0,3.51,17.5
2024-01-16 14:00:00+00:00,254.0,2.11,16.9
2024-01-16 15:00:00+00:00,112.0,1.41,14.6
2024-01-16 16:00:00+00:00,8.0,0.0,15.2
2024-01-16 17:00:00+00:00,0.0,0.99,15.0
2024-01-16 18:00:00+00:00,0.0,1.14,14.4
2024-01-16 19:00:00+00:00,0.0,2.2,10.4
2024-01-16 20:00:00+00:00,0.0,2.77,10.2
2024-01-16 21:00:00+00:00,0.0,3.0,9.9
2024-01-16 22:00:00+00:00,0.0,2.92,9.7
2024-01-16 23:00:00+00:00,0.0,3.0,9.4
2024-01-17 00:00:00+00:00,0.0,3.19,9.1
2024-01-17 01:00:00+00:00,0.0,2.69,10.1
2024-01-17 02:00:00+00:00,0.0,2.05,9.6
2024-01-17 03:00:00+00:00,0.0,2.05,9.6
2024-01-17 04:00:00+00:00,0.0,1.7,10.4
2024-01-17 05:00:00+00:00,0.0,1.56,11.0
2024-01-17 06:00:00+00:00,3.0,1.66,10.7
2024-01-17 07:00:00+00:00,86.0,1.03,12.2
2024-01-17 08:00:00+00:00,244.0,0.67,13.5
2024-01-17 09:00:00+00:00,381.0,0.91,14.1
2024-01-17 10:00:00+00:00,466.0,1.48,14.9
2024-01-17 11:00:00+00:00,493.0,2.12,15.1
2024-01-17 12:00:00+00:00,410.0,1.98,14.9
2024-01-17 13:00:00+00:00,336.0,2.34,15.1
2024-01-17 14:00:00+00:00,242.0,1.56,14.8
2024-01-17 15:00:00+00:00,114.0,0.54,13.6
2024-01-17 16:00:00+00:00,8.0,1.44,11.9
2024-01-17 17:00:00+00:00,0.0,0.67,13.6
2024-01-17 18:00:00+00:00,0.0,1.0,13.8
2024-01-17 19:00:00+00:00,0.0,1.34,12.9
2024-01-17 20:00:00+00:00,0.0,1.08,13.9
2024-01-17 21:00:00+00:00,0.0,1.03,13.8
2024-01-17 22:00:00+00:00,0.0,0.95,13.4
2024-01-17 23:00:00+00:00,0.0,1.14,13.2
2024-01-18 00:00:00+00:00,0.0,0.92,12.9
2024-01-18 01:00:00+00:00,0.0,0.42,13.1
2024-01-18 02:00:00+00:00,0.0,0.64,12.6
2024-01-18 03:00:00+00:00,0.0,0.92,12.1
2024-01-18 04:00:00+00:00,0.0,1.03,12.4
2024-01-18 05:00:00+00:00,0.0,0.61,13.1
2024-01-18 06:00:00+00:00,2.0,1.2,12.1
2024-01-18 07:00:00+00:00,64.0,1.2,12.9
2024-01-18 08:00:00+00:00,233.0,0.51,14.2
2024-01-18 09:00:00+00:00,377.0,0.22,15.1
2024-01-18 10:00:00+00:00,469.0,0.71,15.9
2024-01-18 11:00:00+00:00,504.0,1.8,17.0
2024-01-18 12:00:00+00:00,475.0,2.96,17.2
2024-01-18 13:00:00+00:00,403.0,5.14,18.0
2024-01-18 14:00:00+00:00,271.0,5.0,17.3
2024-01-18 15:00:00+00:00,120.0,3.85,16.0
2024-01-18 16:00:00+00:00,9.0,2.82,14.6
2024-01-18 17:00:00+00:00,0.0,2.42,13.8
2024-01-18 18:00:00+00:00,0.0,2.0,12.9
2024-01-18 19:00:00+00:00,0.0,1.64,12.9
2024-01-18 20:00:00+00:00,0.0,0.9,14.9
2024-01-18 21:00:00+00:00,0.0,1.64,12.4
2024-01-18 22:00:00+00:00,0.0,1.27,13.0
2024-01-18 23:00:00+00:00,0.0,1.17,13.4
2024-01-19 00:00:00+00:00,0.0,0.85,13.4
2024-01-19 01:00:00+00:00,0.0,0.6,14.4
2024-01-19 02:00:00+00:00,0.0,0.91,14.4
2024-01-19 03:00:00+00:00,0.0,1.3,13.9
2024-01-19 04:00:00+00:00,0.0,1.65,12.7
2024-01-19 05:00:00+00:00,0.0,1.49,13.6
2024-01-19 06:00:00+00:00,3.0,1.27,14.5
2024-01-19 07:00:00+00:00,97.0,0.51,14.6
2024-01-19 08:00:00+00:00,255.0,0.81,14.9
2024-01-19 09:00:00+00:00,392.0,0.63,16.0
2024-01-19 10:00:00+00:00,482.0,1.58,17.1
2024-01-19 11:00:00+00:00,519.0,2.64,17.5
2024-01-19 12:00:00+00:00,495.0,2.77,17.5
2024-01-19 13:00:00+00:00,409.0,2.77,17.7
2024-01-19 14:00:00+00:00,277.0,2.66,17.6
2024-01-19 15:00:00+00:00,105.0,2.05,16.1
2024-01-19 16:00:00+00:00,8.0,1.36,14.6
2024-01-19 17:00:00+00:00,0.0,1.3,15.2
2024-01-19 18:00:00+00:00,0.0,1.3,15.1
2024-01-19 19:00:00+00:00,0.0,0.57,15.8
2024-01-19 20:00:00+00:00,0.0,0.86,15.4
2024-01-19 21:00:00+00:00,0.0,1.2,14.8
2024-01-19 22:00:00+00:00,0.0,0.67,14.4
2024-01-19 23:00:00+00:00,0.0,0.42,13.9
2024-01-20 00:00:00+00:00,0.0,0.51,13.9
2024-01-20 01:00:00+00:00,0.0,1.2,14.9
2024-01-20 02:00:00+00:00,0.0,0.92,14.8
2024-01-20 03:00:00+00:00,0.0,1.13,14.4
2024-01-20 04:00:00+00:00,0.0,1.03,14.0
2024-01-20 05:00:00+00:00,0.0,0.85,13.8
2024-01-20 06:00:00+00:00,1.0,0.3,13.9
2024-01-20 07:00:00+00:00,18.0,0.94,13.4
2024-01-20 08:00:00+00:00,48.0,1.2,13.4
2024-01-20 09:00:00+00:00,106.0,0.42,14.7
2024-01-20 10:00:00+00:00,246.0,0.32,15.7
2024-01-20 11:00:00+00:00,268.0,0.78,16.4
2024-01-20 12:00:00+00:00,178.0,1.84,16.8
2024-01-20 13:00:00+00:00,167.0,1.3,17.4
2024-01-20 14:00:00+00:00,83.0,1.32,16.8
2024-01-20 15:00:00+00:00,24.0,2.12,15.4
2024-01-20 16:00:00+00:00,5.0,3.09,14.4
2024-01-20 17:00:00+00:00,0.0,3.58,13.4
2024-01-20 18:00:00+00:00,0.0,2.48,12.8
2024-01-20 19:00:00+00:00,0.0,2.94,12.4
2024-01-20 20:00:00+00:00,0.0,4.53,12.2
2024-01-20 21:00:00+00:00,0.0,4.47,11.4
2024-01-20 22:00:00+00:00,0.0,4.83,10.5
2024-01-20 23:00:00+00:00,0.0,5.37,9.4
2024-01-21 00:00:00+00:00,0.0,4.43,8.8
